,Unnamed: 0,unnamed_0,how_many_employees_does_your_company_or_organization_have,is_your_employer_primarily_a_tech_company_organization,is_your_primary_role_within_your_company_related_to_tech_it,does_your_employer_provide_mental_health_benefits_as_part_of_healthcare_coverage,do_you_know_the_options_for_mental_health_care_available_under_your_employer_provided_health_coverage,has_your_employer_ever_formally_discussed_mental_health_for_example_as_part_of_a_wellness_campaign_or_other_official_communication,does_your_employer_offer_resources_to_learn_more_about_mental_health_disorders_and_options_for_seeking_help,is_your_anonymity_protected_if_you_choose_to_take_advantage_of_mental_health_or_substance_abuse_treatment_resources_provided_by_your_employer,you_feel_more_comfortable_talking_to_your_coworkers_about_your_physical_health_or_your_mental_health,would_you_feel_comfortable_discussing_a_mental_health_issue_with_your_direct_supervisor_s,have_you_ever_discussed_your_mental_health_with_your_employer,would_you_feel_comfortable_discussing_a_mental_health_issue_with_your_coworkers,have_you_ever_discussed_your_mental_health_with_coworkers,overall_how_much_importance_does_your_employer_place_on_physical_health,overall_how_much_importance_does_your_employer_place_on_mental_health,do_you_have_medical_coverage_private_insurance_or_state_provided_that_includes_treatment_of_mental_health_disorders,do_you_know_local_or_online_resources_to_seek_help_for_a_mental_health_issue,do_you_believe_your_productivity_is_ever_affected_by_a_mental_health_issue,if_yes_what_percentage_of_your_work_time_time_performing_primary_or_secondary_job_functions_is_affected_by_a_mental_health_issue,have_you_had_a_mental_health_disorder_in_the_past,have_you_ever_sought_treatment_for_a_mental_health_disorder_from_a_mental_health_professional,do_you_have_a_family_history_of_mental_illness,have_your_observations_of_how_another_individual_who_discussed_a_mental_health_issue_made_you_less_likely_to_reveal_a_mental_health_issue_yourself_in_your_current_workplace,what_is_your_age,what_is_your_gender,what_is_your_race,survey_year
1069,313,313,More than 1000,0,1,1,1,2,1,1,1,0,0,2,0,8.0,8.0,-1,-1,-1,,1,1,2,-1,26.0,0,White,2018
1070,314,314,100-500,1,1,0,0,0,0,2,0,2,0,1,1,0.0,0.0,-1,-1,-1,,1,1,0,0,37.0,0,White,2018
1071,315,315,100-500,1,1,1,1,1,1,1,1,1,1,1,1,7.0,7.0,-1,-1,-1,,1,1,1,0,36.0,she/her/they/them,White,2018
1072,316,316,26-100,1,1,-1,-1,0,0,1,0,1,0,1,0,10.0,10.0,-1,-1,-1,,0,0,0,-1,35.0,0,,2018
1073,317,317,100-500,0,1,2,0,0,2,2,0,1,0,1,0,5.0,5.0,-1,-1,-1,,0,0,0,0,45.0,0,,2018
1074,318,318,6-25,1,1,0,-1,0,0,2,0,1,0,1,0,10.0,10.0,-1,-1,-1,,0,0,0,-1,23.0,0,,2018
1075,319,319,6-25,1,1,1,0,0,0,2,0,1,0,2,0,8.0,6.0,-1,-1,-1,,0,0,0,0,26.0,0,White,2018
1076,320,320,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,0,1,26-50%,1,1,0,-1,23.0,0,,2018
1077,321,321,6-25,0,1,0,0,0,0,2,1,2,0,0,0,5.0,4.0,-1,-1,-1,,0,0,2,0,26.0,0,,2018
1078,322,322,6-25,1,1,2,0,0,0,1,1,1,0,1,0,8.0,6.0,-1,-1,-1,,1,0,1,0,34.0,0,White,2018
1079,323,323,6-25,1,1,-1,-1,1,2,1,1,2,0,2,0,7.0,7.0,-1,-1,-1,,0,0,0,0,22.0,0,,2018
1080,324,324,6-25,0,1,1,0,0,0,0,1,0,1,0,1,6.0,1.0,-1,-1,-1,,2,0,2,2,42.0,1,White,2018
1081,325,325,500-1000,1,1,0,-1,0,0,1,0,0,0,2,0,4.0,0.0,-1,-1,-1,,1,1,2,2,40.0,0,,2018
1082,326,326,500-1000,0,1,2,0,0,2,2,1,0,0,2,0,1.0,1.0,-1,-1,-1,,2,0,1,-1,42.0,0,,2018
1083,327,327,26-100,1,1,1,1,0,0,2,0,2,0,2,1,8.0,5.0,-1,-1,-1,,1,1,1,0,35.0,0,White,2018
1084,328,328,6-25,1,1,0,0,0,0,1,0,1,1,1,1,8.0,8.0,-1,-1,-1,,1,1,1,2,36.0,0,White,2018
1085,329,329,26-100,1,1,1,1,0,2,1,0,2,0,2,0,7.0,7.0,-1,-1,-1,,1,0,0,0,37.0,0,I prefer not to answer,2018
1086,330,330,100-500,0,1,1,1,1,1,1,0,1,1,1,1,9.0,9.0,-1,-1,-1,,1,1,1,0,31.0,1,White,2018
1087,331,331,500-1000,1,1,1,1,0,2,2,0,1,0,1,1,5.0,5.0,-1,-1,-1,,1,1,1,0,27.0,0,White,2018
1088,332,332,6-25,0,1,2,0,2,2,2,1,2,0,2,0,3.0,3.0,-1,-1,-1,,0,0,0,0,38.0,0,,2018
1089,333,333,6-25,1,1,0,-1,1,0,1,1,1,1,1,1,5.0,5.0,-1,-1,-1,,1,1,1,0,32.0,0,White,2018
1090,334,334,More than 1000,1,1,1,1,0,2,2,1,2,0,0,0,7.0,5.0,-1,-1,-1,,1,0,1,-1,23.0,other,White,2018
1091,335,335,More than 1000,0,1,0,0,0,2,2,1,0,0,0,0,6.0,0.0,-1,-1,-1,,1,1,1,0,51.0,0,White,2018
1092,336,336,26-100,1,1,-1,-1,0,2,2,0,1,1,1,1,5.0,5.0,-1,-1,-1,,1,1,2,0,26.0,cis female,,2018
1093,337,337,500-1000,1,1,-1,0,0,0,2,1,2,0,0,0,8.0,3.0,-1,-1,-1,,0,0,2,0,19.0,1,White,2018
1094,338,338,More than 1000,1,1,1,1,1,2,2,1,0,0,0,0,6.0,4.0,-1,-1,-1,,1,0,2,-1,44.0,0,White,2018
1095,339,339,500-1000,1,1,1,1,0,2,2,1,2,0,0,0,6.0,6.0,-1,-1,-1,,1,1,2,1,42.0,0,White,2018
1096,340,340,26-100,1,1,1,1,0,0,2,0,1,1,1,1,7.0,7.0,-1,-1,-1,,1,1,2,0,26.0,0,White,2018
1097,341,341,500-1000,0,1,1,1,0,0,1,1,0,1,2,1,9.0,2.0,-1,-1,-1,,2,1,2,0,38.0,0,White,2018
1098,342,342,26-100,1,1,1,1,1,1,1,1,1,1,1,1,8.0,6.0,-1,-1,-1,,1,1,1,0,26.0,1,White,2018
1099,343,343,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,1,1,26-50%,1,1,1,0,40.0,0,,2018
1100,344,344,100-500,1,1,1,1,0,1,1,1,1,1,1,1,9.0,9.0,-1,-1,-1,,1,1,2,1,32.0,0,White,2018
1101,345,345,100-500,1,1,1,1,1,2,2,0,1,1,1,1,7.0,8.0,-1,-1,-1,,1,1,1,2,39.0,0,White,2018
1102,346,346,6-25,1,1,1,1,0,0,1,0,1,1,2,1,10.0,10.0,-1,-1,-1,,1,1,1,1,44.0,1,White,2018
1103,347,347,More than 1000,1,1,1,1,2,2,2,1,1,1,2,0,5.0,2.0,-1,-1,-1,,1,1,1,-1,33.0,1,White,2018
1104,348,348,100-500,1,1,0,-1,0,0,0,0,1,0,1,0,5.0,0.0,-1,-1,-1,,0,1,2,0,38.0,0,,2018
1105,349,349,6-25,1,1,2,0,1,0,2,0,1,1,1,1,6.0,6.0,-1,-1,-1,,1,1,2,0,42.0,0,,2018
1106,350,350,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,26-50%,1,1,2,0,57.0,0,White,2018
1107,351,351,100-500,0,1,0,0,0,0,2,1,0,0,0,0,4.0,5.0,-1,-1,-1,,1,1,1,0,28.0,0,,2018
1108,352,352,26-100,1,1,0,0,1,0,2,2,0,1,1,1,7.0,5.0,-1,-1,-1,,1,1,0,0,31.0,0,,2018
1109,353,353,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,1,-1,,0,0,0,-1,34.0,0,White,2018
1110,354,354,26-100,1,1,2,0,0,2,1,1,1,0,2,0,8.0,7.0,-1,-1,-1,,0,0,0,0,35.0,0,,2018
1111,355,355,100-500,1,1,2,0,0,0,2,1,2,0,0,0,0.0,0.0,-1,-1,-1,,0,0,0,0,30.0,0,White,2018
1112,356,356,26-100,1,1,1,1,0,0,2,1,1,1,2,1,8.0,8.0,-1,-1,-1,,1,1,0,0,30.0,0,White,2018
1113,357,357,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,1-25%,1,1,1,0,35.0,0,,2018
1114,358,358,26-100,1,1,2,0,0,0,2,0,2,0,1,0,5.0,5.0,-1,-1,-1,,0,0,1,-1,40.0,swm,White,2018
1115,359,359,26-100,0,1,2,0,0,2,2,1,2,0,2,0,3.0,3.0,-1,-1,-1,,0,0,0,-1,39.0,0,White,2018
1116,360,360,26-100,1,1,2,0,0,0,2,1,2,0,2,0,0.0,2.0,-1,-1,-1,,0,0,1,-1,24.0,0,White,2018
1117,361,361,100-500,1,1,1,1,0,2,1,1,2,1,2,0,7.0,4.0,-1,-1,-1,,1,1,2,1,42.0,cis male,I prefer not to answer,2018
1118,362,362,26-100,1,1,1,0,0,0,2,1,2,0,2,1,8.0,4.0,-1,-1,-1,,2,1,1,0,35.0,0,White,2018
1119,363,363,More than 1000,1,1,1,1,2,2,1,1,1,0,2,0,8.0,8.0,-1,-1,-1,,1,1,2,0,34.0,0,White,2018
1120,364,364,100-500,1,1,2,0,0,2,2,1,0,0,0,0,7.0,4.0,-1,-1,-1,,1,1,1,1,33.0,1,White,2018
1121,365,365,26-100,1,1,1,1,0,2,1,0,1,1,2,0,6.0,7.0,-1,-1,-1,,1,0,0,0,37.0,0,White,2018
1122,366,366,100-500,0,1,1,1,0,0,1,0,1,0,1,1,5.0,5.0,-1,-1,-1,,1,1,1,2,36.0,0,White,2018
1123,367,367,26-100,0,1,1,0,0,0,1,1,1,1,1,1,6.0,5.0,-1,-1,-1,,1,1,2,0,47.0,cisgender female,White,2018
1124,368,368,26-100,1,1,2,0,0,0,2,1,2,1,2,1,7.0,3.0,-1,-1,-1,,0,0,0,2,42.0,0,White,2018
1125,369,369,More than 1000,1,1,1,1,1,1,2,1,2,0,2,1,3.0,3.0,-1,-1,-1,,1,1,1,0,29.0,nb,More than one of the above,2018
1126,370,370,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,0,-1,,0,0,0,-1,38.0,1,,2018
1127,371,371,6-25,1,0,0,0,0,0,0,0,2,0,2,0,2.0,2.0,-1,-1,-1,,0,0,2,-1,30.0,0,,2018
1128,372,372,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,1-25%,1,1,1,1,30.0,genderfluid,White,2018
1129,373,373,6-25,1,1,0,0,0,0,2,1,0,0,2,0,6.0,4.0,-1,-1,-1,,1,0,1,2,36.0,0,,2018
1130,374,374,More than 1000,0,0,1,1,1,1,1,0,1,1,1,1,8.0,8.0,-1,-1,-1,,1,1,2,0,24.0,1,White,2018
1131,375,375,More than 1000,0,1,1,1,1,1,1,1,0,0,0,0,9.0,7.0,-1,-1,-1,,1,0,1,0,41.0,0,White,2018
1132,376,376,100-500,1,1,1,1,1,1,2,1,1,1,2,1,7.0,8.0,-1,-1,-1,,1,1,1,0,48.0,1,White,2018
1133,377,377,More than 1000,0,1,1,1,1,1,2,1,2,0,2,1,8.0,6.0,-1,-1,-1,,1,1,1,2,31.0,0,White,2018
1134,378,378,100-500,1,1,1,1,1,1,2,1,0,1,2,1,6.0,7.0,-1,-1,-1,,1,1,1,1,65.0,0,,2018
1135,379,379,More than 1000,0,1,-1,-1,0,2,2,1,0,0,0,0,3.0,0.0,-1,-1,-1,,1,1,2,-1,34.0,nonbinary/femme,White,2018
1136,380,380,100-500,1,1,2,0,2,2,2,0,1,0,2,0,5.0,3.0,-1,-1,-1,,0,0,2,-1,55.0,1,White,2018
1137,381,381,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,1-25%,1,1,1,1,33.0,1,White,2018
1138,382,382,More than 1000,1,1,1,0,0,0,2,1,0,0,0,0,1.0,1.0,-1,-1,-1,,1,1,0,0,41.0,1,White,2018
1139,383,383,More than 1000,0,1,1,0,0,2,2,1,0,0,0,1,7.0,4.0,-1,-1,-1,,1,1,2,-1,24.0,1,White,2018
1140,384,384,100-500,0,1,-1,-1,0,2,2,1,0,0,2,0,2.0,2.0,-1,-1,-1,,0,0,1,0,27.0,1,White,2018
1141,385,385,26-100,1,1,1,1,1,2,2,1,2,0,2,0,5.0,5.0,-1,-1,-1,,0,0,0,0,30.0,0,,2018
1142,386,386,100-500,1,1,1,1,1,1,1,0,1,1,1,1,8.0,7.0,-1,-1,-1,,1,1,1,0,37.0,0,White,2018
1143,387,387,6-25,1,1,0,-1,0,0,2,1,0,0,0,0,5.0,3.0,-1,-1,-1,,1,1,0,2,61.0,0,White,2018
1144,388,388,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,26-50%,0,0,1,-1,45.0,0,,2018
1145,389,389,More than 1000,1,1,2,0,0,2,2,1,0,0,0,0,8.0,3.0,-1,-1,-1,,1,1,1,0,29.0,0,White,2018
1146,390,390,100-500,1,1,1,1,2,0,2,0,2,1,1,1,7.0,6.0,-1,-1,-1,,1,1,1,-1,41.0,0,White,2018
1147,391,391,26-100,1,1,-1,-1,0,0,2,1,0,0,0,0,7.0,2.0,-1,-1,-1,,1,0,0,2,39.0,0,,2018
1148,392,392,500-1000,0,1,2,0,0,0,1,1,2,0,0,0,10.0,3.0,-1,-1,-1,,1,1,1,1,30.0,0,White,2018
1149,393,393,More than 1000,0,1,2,0,0,2,2,1,0,0,0,0,2.0,1.0,-1,-1,-1,,0,0,1,-1,46.0,0,,2018
1150,394,394,6-25,1,1,2,0,0,0,2,1,0,0,0,0,8.0,8.0,-1,-1,-1,,0,0,1,-1,42.0,0,,2018
1151,395,395,More than 1000,1,1,1,1,1,1,2,1,1,0,2,0,8.0,7.0,-1,-1,-1,,1,1,1,2,29.0,woman,,2018
1152,396,396,More than 1000,1,1,1,1,1,1,0,0,2,1,1,1,7.0,6.0,-1,-1,-1,,1,1,1,2,34.0,1,,2018
1153,397,397,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,1,1,1-25%,1,1,2,1,52.0,0,White,2018
1154,398,398,100-500,1,1,1,1,1,1,1,1,2,1,2,1,7.0,7.0,-1,-1,-1,,1,1,2,0,36.0,0,White,2018
1155,399,399,26-100,1,1,2,0,0,0,2,0,2,0,2,0,4.0,4.0,-1,-1,-1,,0,0,0,-1,34.0,0,,2018
1156,400,400,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,0,-1,,0,0,2,0,50.0,0,,2018
1157,401,401,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,51-75%,1,1,1,1,51.0,0,White,2018
1158,402,402,26-100,1,1,1,1,0,2,1,0,1,0,0,0,6.0,7.0,-1,-1,-1,,1,1,0,0,35.0,0,White,2018
1159,403,403,100-500,1,1,2,1,0,0,0,1,0,0,2,1,5.0,0.0,-1,-1,-1,,1,1,1,2,34.0,0,White,2018
1160,404,404,26-100,1,1,1,1,1,0,2,0,2,1,1,1,10.0,8.0,-1,-1,-1,,1,1,1,0,24.0,gender non-conforming woman,White,2018
1161,405,405,26-100,1,1,1,1,1,1,1,1,2,0,2,0,0.0,2.0,-1,-1,-1,,0,0,0,0,37.0,0,White,2018
1162,406,406,26-100,0,1,0,0,0,0,2,0,1,1,1,1,9.0,0.0,-1,-1,-1,,1,1,1,1,24.0,1,White,2018
1163,407,407,1-5,1,0,-1,-1,0,0,2,0,0,0,0,0,0.0,0.0,-1,-1,-1,,1,1,2,-1,46.0,0,White,2018
1164,408,408,More than 1000,1,1,2,0,0,2,2,0,1,1,2,0,3.0,2.0,-1,-1,-1,,1,1,2,0,31.0,0,White,2018
1165,409,409,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,1,1,1-25%,1,1,2,1,35.0,0,Asian,2018
1166,410,410,100-500,1,1,1,1,1,1,1,0,1,0,1,0,5.0,5.0,-1,-1,-1,,0,0,1,-1,40.0,0,White,2018
1167,411,411,6-25,1,1,1,0,0,0,1,0,1,1,1,1,6.0,5.0,-1,-1,-1,,1,1,2,0,28.0,0,White,2018
1168,412,412,6-25,1,1,2,0,0,0,2,1,2,0,2,0,2.0,2.0,-1,-1,-1,,1,1,1,-1,28.0,0,More than one of the above,2018
1169,413,413,100-500,0,1,1,1,0,1,1,1,0,0,0,0,6.0,5.0,-1,-1,-1,,1,1,1,0,39.0,0,,2018
1170,414,414,100-500,0,1,1,1,2,2,2,1,2,0,2,0,8.0,5.0,-1,-1,-1,,1,1,2,-1,31.0,0,,2018
1171,415,415,6-25,1,1,1,1,2,1,2,0,1,1,1,1,0.0,0.0,-1,-1,-1,,1,0,2,0,27.0,0,White,2018
1172,416,416,More than 1000,0,1,1,1,0,0,1,0,0,0,1,1,10.0,5.0,-1,-1,-1,,1,1,2,0,35.0,0,White,2018
1173,0,0,26-100,1,1,2,0,1,1,2,1,1,0,1,1,5.0,5.0,-1,-1,-1,,0,0,0,0,25.0,0,White,2019
1174,1,1,26-100,1,1,1,0,0,1,1,1,2,0,2,1,5.0,7.0,-1,-1,-1,,1,0,1,0,51.0,0,White,2019
1175,2,2,26-100,1,1,2,0,0,2,2,0,0,0,2,1,5.0,4.0,-1,-1,-1,,0,0,2,0,27.0,0,White,2019
1176,3,3,100-500,1,1,2,0,1,1,1,1,1,0,2,0,1.0,3.0,-1,-1,-1,,0,0,1,0,37.0,0,White,2019
1177,4,4,26-100,1,1,2,0,2,2,2,1,0,0,0,0,4.0,4.0,-1,-1,-1,,0,0,0,-1,46.0,0,White,2019
1178,5,5,100-500,1,0,1,0,0,0,2,1,0,0,1,1,6.0,5.0,-1,-1,-1,,1,1,1,0,36.0,1,White,2019
1179,6,6,26-100,1,1,1,1,0,2,1,1,2,0,2,1,5.0,5.0,-1,-1,-1,,1,1,1,0,39.0,1,White,2019
1180,7,7,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,-1,,0,1,1,0,35.0,0,White,2019
1181,8,8,26-100,1,1,1,0,1,1,1,0,1,0,1,1,8.0,7.0,-1,-1,-1,,1,0,0,0,49.0,-1,,2019
1182,9,9,6-25,1,1,2,-1,0,2,2,0,1,0,2,1,8.0,8.0,-1,-1,-1,,2,1,2,2,45.0,0,,2019
1183,10,10,100-500,1,1,1,1,0,2,1,0,1,1,1,1,5.0,5.0,-1,-1,-1,,1,1,0,-1,40.0,0,,2019
1184,11,11,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,51-75%,0,0,0,0,37.0,0,,2019
1185,12,12,More than 1000,1,1,2,0,0,0,1,1,1,0,2,1,7.0,7.0,-1,-1,-1,,1,1,1,-1,31.0,0,White,2019
1186,13,13,500-1000,1,1,1,1,1,2,2,0,1,1,1,1,7.0,5.0,-1,-1,-1,,1,1,1,0,37.0,0,White,2019
1187,14,14,100-500,1,1,1,1,1,2,2,1,0,0,0,0,7.0,7.0,-1,-1,-1,,2,1,0,1,26.0,1,White,2019
1188,15,15,100-500,0,1,1,1,0,1,1,1,2,1,2,1,4.0,2.0,-1,-1,-1,,1,0,0,0,43.0,0,,2019
1189,16,16,100-500,1,1,1,1,1,1,1,0,1,1,1,1,7.0,9.0,-1,-1,-1,,1,1,1,0,35.0,0,White,2019
1190,17,17,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,-1,,0,0,1,0,31.0,0,,2019
1191,18,18,100-500,1,1,1,0,1,2,1,0,1,0,1,1,6.0,6.0,-1,-1,-1,,1,0,1,0,32.0,1,I prefer not to answer,2019
1192,19,19,More than 1000,1,1,1,1,1,1,2,1,2,0,0,0,7.0,6.0,-1,-1,-1,,1,1,2,0,37.0,0,White,2019
1193,20,20,6-25,1,1,2,0,0,0,2,1,2,1,1,0,8.0,7.0,-1,-1,-1,,2,0,2,0,41.0,0,White,2019
1194,21,21,100-500,1,0,1,1,1,1,2,1,1,1,1,1,10.0,10.0,-1,-1,-1,,1,1,1,1,40.0,1,I prefer not to answer,2019
1195,22,22,500-1000,1,1,2,0,0,0,1,0,1,1,1,1,9.0,5.0,-1,-1,-1,,1,1,2,0,37.0,0,White,2019
1196,23,23,100-500,1,1,1,1,1,1,2,1,2,1,0,0,6.0,3.0,-1,-1,-1,,1,1,1,0,53.0,"let's keep it simple and say ""male""",White,2019
1197,24,24,6-25,1,1,2,0,0,0,2,1,0,0,1,1,1.0,1.0,-1,-1,-1,,1,1,1,2,29.0,0,More than one of the above,2019
1198,25,25,500-1000,1,1,2,0,0,0,2,0,1,1,1,1,5.0,9.0,-1,-1,-1,,1,1,1,0,37.0,0,White,2019
1199,26,26,100-500,0,1,2,0,0,2,2,1,0,0,0,0,10.0,0.0,-1,-1,-1,,1,1,1,1,45.0,1,White,2019
1200,27,27,6-25,1,1,2,0,0,2,2,0,1,1,1,1,6.0,6.0,-1,-1,-1,,0,0,0,0,26.0,0,,2019
1201,28,28,100-500,1,1,1,1,1,1,2,1,1,1,2,1,5.0,7.0,-1,-1,-1,,1,1,1,0,28.0,0,White,2019
1202,29,29,100-500,1,1,1,1,1,0,2,1,1,1,0,0,7.0,7.0,-1,-1,-1,,1,1,2,0,24.0,1,White,2019
1203,30,30,100-500,1,1,1,1,0,2,2,1,2,0,2,1,5.0,5.0,-1,-1,-1,,1,0,1,0,27.0,0,White,2019
1204,31,31,100-500,0,1,1,0,0,2,2,0,1,0,2,0,8.0,7.0,-1,-1,-1,,1,1,0,0,42.0,0,White,2019
1205,32,32,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,0,1,1-25%,0,0,0,-1,53.0,1,White,2019
1206,33,33,100-500,0,1,-1,-1,1,0,2,1,1,0,1,1,9.0,6.0,-1,-1,-1,,2,0,0,0,34.0,0,,2019
1207,34,34,500-1000,0,1,1,1,1,2,2,1,1,1,1,1,7.0,7.0,-1,-1,-1,,1,1,2,0,23.0,non-binary,,2019
1208,35,35,More than 1000,0,1,2,0,0,2,2,0,2,0,2,0,4.0,4.0,-1,-1,-1,,0,0,2,0,34.0,0,White,2019
1209,36,36,6-25,1,1,2,0,0,0,1,0,1,0,1,0,8.0,5.0,-1,-1,-1,,1,0,1,2,27.0,0,White,2019
1210,37,37,100-500,1,1,1,1,0,2,2,1,0,0,2,0,9.0,7.0,-1,-1,-1,,1,1,2,2,31.0,0,White,2019
1211,38,38,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,76-100%,0,0,0,0,30.0,0,,2019
1212,39,39,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,1-25%,1,1,0,0,58.0,0,White,2019
1213,40,40,More than 1000,0,1,1,1,1,1,1,1,1,0,1,0,8.0,6.0,-1,-1,-1,,0,0,0,0,50.0,0,White,2019
1214,41,41,100-500,1,1,1,1,1,1,2,1,1,1,2,1,3.0,6.0,-1,-1,-1,,1,1,1,0,41.0,0,White,2019
1215,42,42,26-100,1,1,2,0,0,0,2,0,0,0,0,0,0.0,0.0,-1,-1,-1,,2,0,0,0,40.0,0,,2019
1216,43,43,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,0,1,51-75%,1,1,2,1,28.0,0,,2019
1217,44,44,1-5,1,1,1,1,0,1,1,1,2,1,1,1,9.0,7.0,-1,-1,-1,,1,0,0,2,49.0,identify as male,,2019
1218,45,45,More than 1000,0,1,2,0,0,2,2,0,1,1,1,1,3.0,3.0,-1,-1,-1,,1,1,1,0,37.0,0,White,2019
1219,46,46,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,1,1,1-25%,1,1,2,0,36.0,0,White,2019
1220,47,47,6-25,0,1,1,1,1,1,1,0,1,1,1,1,10.0,10.0,-1,-1,-1,,1,1,0,0,52.0,0,White,2019
1221,48,48,More than 1000,0,1,1,1,1,1,2,1,1,0,2,0,9.0,9.0,-1,-1,-1,,0,0,2,-1,33.0,-1,,2019
1222,49,49,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,1,1,26-50%,0,0,2,-1,54.0,1,,2019
1223,50,50,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,0,2,,0,0,0,0,38.0,0,,2019
1224,51,51,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,0,1,76-100%,1,1,0,-1,64.0,0,,2019
1225,52,52,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,1,0,1,51-75%,0,1,0,0,40.0,0,,2019
1226,53,53,26-100,1,1,1,1,0,2,2,1,0,0,0,0,5.0,2.0,-1,-1,-1,,1,0,2,1,37.0,0,White,2019
1227,54,54,More than 1000,0,1,2,0,2,1,2,0,1,0,2,1,8.0,7.0,-1,-1,-1,,1,1,0,2,53.0,1,White,2019
1228,55,55,6-25,1,1,0,-1,0,0,2,0,2,0,2,0,4.0,3.0,-1,-1,-1,,0,0,2,0,55.0,0,,2019
1229,56,56,6-25,1,1,2,1,1,0,1,1,2,1,0,0,4.0,3.0,-1,-1,-1,,1,1,1,0,30.0,0,I prefer not to answer,2019
1230,57,57,500-1000,0,1,1,0,0,0,2,1,0,0,2,0,3.0,1.0,-1,-1,-1,,1,1,1,1,35.0,0,White,2019
1231,58,58,More than 1000,0,1,1,1,2,2,1,1,2,0,0,0,7.0,7.0,-1,-1,-1,,1,0,1,-1,60.0,0,,2019
1232,59,59,100-500,0,1,1,1,1,1,1,1,2,0,0,0,5.0,5.0,-1,-1,-1,,0,0,0,2,34.0,1,White,2019
1233,60,60,More than 1000,0,1,0,0,0,0,2,1,0,1,0,0,5.0,2.0,-1,-1,-1,,1,1,1,2,35.0,0,White,2019
1234,61,61,More than 1000,0,1,1,0,0,0,2,1,0,0,0,0,2.0,0.0,-1,-1,-1,,1,1,1,-1,34.0,0,White,2019
1235,62,62,26-100,1,1,2,0,0,0,1,1,1,1,0,0,7.0,3.0,-1,-1,-1,,0,0,1,1,28.0,0,White,2019
1236,63,63,26-100,1,1,2,0,0,0,2,1,2,0,1,0,5.0,2.0,-1,-1,-1,,1,1,1,1,28.0,woman,White,2019
1237,64,64,26-100,1,1,2,1,0,0,1,0,2,0,1,0,7.0,5.0,-1,-1,-1,,0,0,0,2,36.0,-1,,2019
1238,65,65,6-25,1,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,-1,-1,-1,,0,0,2,1,24.0,0,,2019
1239,66,66,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,0,1,1,1-25%,0,0,2,1,50.0,0,White,2019
1240,67,67,More than 1000,1,1,1,0,0,1,2,1,0,0,2,0,5.0,4.0,-1,-1,-1,,1,1,2,0,55.0,0,White,2019
1241,68,68,26-100,1,1,1,1,0,2,1,0,1,1,2,0,4.0,6.0,-1,-1,-1,,1,1,0,0,32.0,0,,2019
1242,69,69,500-1000,1,1,1,1,1,1,1,0,1,1,1,0,10.0,5.0,-1,-1,-1,,2,1,2,0,33.0,0,White,2019
1243,70,70,500-1000,1,1,1,1,0,0,2,1,2,1,0,0,7.0,5.0,-1,-1,-1,,1,1,1,0,30.0,1,,2019
1244,71,71,500-1000,1,1,1,0,0,2,1,0,1,0,1,0,9.0,9.0,-1,-1,-1,,0,0,1,0,30.0,0,,2019
1245,72,72,100-500,1,1,1,1,1,0,2,1,2,0,2,0,7.0,7.0,-1,-1,-1,,0,0,2,-1,34.0,0,,2019
1246,73,73,100-500,1,1,0,0,0,0,2,1,1,0,2,1,8.0,7.0,-1,-1,-1,,1,1,1,-1,36.0,1,,2019
